ID,command,encrypted_cmd
7308,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7312,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7316,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7320,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7325,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7329,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7333,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7337,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7341,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7346,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7350,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7354,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7358,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7362,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7366,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7370,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7374,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7378,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7382,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7387,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7390,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7394,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},22fda214e4d0013e2bee2f385384ca6fabed64dc039454ab5c1a18bd81c0bee4df9f514b7aa943cbfb64e71ff0
7394,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},22fda214e4d0013e2bee2f385384ca6fabed64dc039454ab5c1a18bd81c0bee4df9f514b7aa943cbfb64e71ff0
7399,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7399,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7403,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7408,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7412,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7416,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7420,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7424,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7429,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7433,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7437,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7441,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7445,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7449,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7453,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7457,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7461,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7466,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7470,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7474,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7478,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7482,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},22fda214e4d0013e2bee2f385384ca6fabed64dc039454ab5c1a18bd81c0bee4df9f514b7aa943cbfb64e71ff0
7482,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},22fda214e4d0013e2bee2f385384ca6fabed64dc039454ab5c1a18bd81c0bee4df9f514b7aa943cbfb64e71ff0
7487,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},22fda214e4d0013e2bee2f385384ca6fabed64dc039454ab5c1a18bd81c0bee4df9f514b7aa943cbfb64e71ff0
7491,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},22fda214e4d0013e2bee2f385384ca6fabed64dc039454ab5c1a18bd81c0bee4df9f514b7aa943cbfb64e71ff0
7495,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0f340ce1280492ba1df2c6f037b9788609a37cdea85c6bbb21d2668d0a0b6a3c076ea985a29c35d4f821d694a3
7495,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0f340ce1280492ba1df2c6f037b9788609a37cdea85c6bbb21d2668d0a0b6a3c076ea985a29c35d4f821d694a3
7499,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7499,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7503,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0f340ce1280492ba1df2c6f037b9788609a37cdea85c6bbb21d2668d0a0b6a3c076ea985a29c35d4f821d694a3
7503,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0f340ce1280492ba1df2c6f037b9788609a37cdea85c6bbb21d2668d0a0b6a3c076ea985a29c35d4f821d694a3
7507,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0f340ce1280492ba1df2c6f037b9788609a37cdea85c6bbb21d2668d0a0b6a3c076ea985a29c35d4f821d694a3
7511,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7511,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7515,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0f340ce1280492ba1df2c6f037b9788609a37cdea85c6bbb21d2668d0a0b6a3c076ea985a29c35d4f821d694a3
7515,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0f340ce1280492ba1df2c6f037b9788609a37cdea85c6bbb21d2668d0a0b6a3c076ea985a29c35d4f821d694a3
7519,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7519,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7524,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7528,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7532,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7537,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c556d348df663481db9663723d5ae40d707b9998962616f7f009d46687620e7174093e7779c663cb78ec8309e8
7541,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0f340ce1280492ba1df2c6f037b9788609a37cdea85c6bbb21d2668d0a0b6a3c076ea985a29c35d4f821d694a3
7541,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0f340ce1280492ba1df2c6f037b9788609a37cdea85c6bbb21d2668d0a0b6a3c076ea985a29c35d4f821d694a3
7545,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0f340ce1280492ba1df2c6f037b9788609a37cdea85c6bbb21d2668d0a0b6a3c076ea985a29c35d4f821d694a3
7549,{'axes': {'0': 0.1005859375, '1': 0.053436279296875, '2': -1.0, '3': 0.032012939453125, '4': 0.051910400390625, '5': -1.0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0f340ce1280492ba1df2c6f037b9788609a37cdea85c6bbb21d2668d0a0b6a3c076ea985a29c35d4f821d694a3
