ID,command,encrypted_cmd
2256,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2260,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2265,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2269,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2273,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2277,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2281,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2285,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2289,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2293,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2297,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2302,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2306,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2306,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2310,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2314,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2319,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2323,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2327,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2327,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2331,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2331,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2335,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2335,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2339,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2339,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2344,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2347,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2352,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2352,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2356,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2356,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2360,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2364,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2368,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2372,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2376,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2376,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2380,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2380,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2385,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2385,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2389,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c8152ee28939948b3ed8ac030ef3056618983bf1c8158ed7e5845706e1cc872afc5cd0055d8964439cf561e155
2389,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c8152ee28939948b3ed8ac030ef3056618983bf1c8158ed7e5845706e1cc872afc5cd0055d8964439cf561e155
2393,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c8152ee28939948b3ed8ac030ef3056618983bf1c8158ed7e5845706e1cc872afc5cd0055d8964439cf561e155
2398,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2398,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2402,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c8152ee28939948b3ed8ac030ef3056618983bf1c8158ed7e5845706e1cc872afc5cd0055d8964439cf561e155
2402,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c8152ee28939948b3ed8ac030ef3056618983bf1c8158ed7e5845706e1cc872afc5cd0055d8964439cf561e155
2406,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c8152ee28939948b3ed8ac030ef3056618983bf1c8158ed7e5845706e1cc872afc5cd0055d8964439cf561e155
2410,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2410,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2414,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2419,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c8152ee28939948b3ed8ac030ef3056618983bf1c8158ed7e5845706e1cc872afc5cd0055d8964439cf561e155
2419,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c8152ee28939948b3ed8ac030ef3056618983bf1c8158ed7e5845706e1cc872afc5cd0055d8964439cf561e155
2423,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c8152ee28939948b3ed8ac030ef3056618983bf1c8158ed7e5845706e1cc872afc5cd0055d8964439cf561e155
2427,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2427,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2431,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2435,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2439,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2439,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2443,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2448,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2448,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8ea68362ff8835063850de3b7766c0d424fffac033714e48ae032405d9fa3a623120d113a36a88664372e707b
2452,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2452,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
2455,{'axes': {'0': 0.098358154296875, '1': 0.04803466796875, '2': -1.0, '3': 0.032012939453125, '4': 0.051483154296875, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},959a7e315d7eadd9df1993a4d45ff6c6189a5e7ea66e0491258fff343871aab394ab50cbeaf7be0fbc8785e645
