ID,command,encrypted_cmd
4542,{'axes': {'0': -0.356353759765625, '1': 0.237457275390625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2c28c8af6355115fa31ba5f5aabfe3141bff4a1bd3a82473efd9c673cc4c35ff4769dc199b246dc74167104cf8
4546,{'axes': {'0': -1.0, '1': -0.056671142578125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},64bb48734f7bba51380da57f8d2a0c84233f6d2f299e68013b8cf27d10d2ace11b01b7bbf39be1bed0e078cf42
4546,{'axes': {'0': -1.0, '1': -0.056671142578125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},64bb48734f7bba51380da57f8d2a0c84233f6d2f299e68013b8cf27d10d2ace11b01b7bbf39be1bed0e078cf42
4550,{'axes': {'0': -0.96173095703125, '1': -0.180633544921875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},812bdbee1aa4e58e0507e674d47decf37305db6139439dc983e50e1d85f4c1f4b156494ea75a5498be2d795066
4550,{'axes': {'0': -0.96173095703125, '1': -0.180633544921875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},812bdbee1aa4e58e0507e674d47decf37305db6139439dc983e50e1d85f4c1f4b156494ea75a5498be2d795066
4554,{'axes': {'0': 0.06976318359375, '1': 0.0440673828125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b6f211a07b3efcf158174c8c981becd3f87cb105882542b905cc5e0679b456143b5d2f50abb038ad78c29ded1
4554,{'axes': {'0': 0.06976318359375, '1': 0.0440673828125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b6f211a07b3efcf158174c8c981becd3f87cb105882542b905cc5e0679b456143b5d2f50abb038ad78c29ded1
4558,{'axes': {'0': 0.069427490234375, '1': 0.05029296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7894d864ed4c2965000c70cec6a6ba65b9e16527ba381aef30f6ce85a754aa67e49da244b4f288ef9e226bbb82
4558,{'axes': {'0': 0.069427490234375, '1': 0.05029296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7894d864ed4c2965000c70cec6a6ba65b9e16527ba381aef30f6ce85a754aa67e49da244b4f288ef9e226bbb82
4562,{'axes': {'0': -1.0, '1': -0.061309814453125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},55dfa24c35283cfce0cd35b32535d7b01b9290c57f94a8921a4a3b802dc2784046da0a33e2976da0d360aa65a0
4562,{'axes': {'0': -1.0, '1': -0.061309814453125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},55dfa24c35283cfce0cd35b32535d7b01b9290c57f94a8921a4a3b802dc2784046da0a33e2976da0d360aa65a0
4567,{'axes': {'0': 0.030029296875, '1': 0.055816650390625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9265320a1b0556d46d69a7b006cc7cf041d2926c4600392887cb836f06701d629c2e76f7f9b3ccfc2a307ec72e
4567,{'axes': {'0': 0.030029296875, '1': 0.055816650390625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9265320a1b0556d46d69a7b006cc7cf041d2926c4600392887cb836f06701d629c2e76f7f9b3ccfc2a307ec72e
4571,{'axes': {'0': -1.0, '1': -0.04229736328125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c6e70b30fbf8c7b5533740756756e725e258ac3f61fefaf6a0156275870a8a444348f7f26492cbc1a069df4a51
4571,{'axes': {'0': -1.0, '1': -0.04229736328125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c6e70b30fbf8c7b5533740756756e725e258ac3f61fefaf6a0156275870a8a444348f7f26492cbc1a069df4a51
4575,{'axes': {'0': -0.113250732421875, '1': -0.06982421875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},fa7d853f220da16f6f2c42fab04843377776c84562b0a0d62cb6662f467d32cfab6628e5d6a436325b50f15a9a
4575,{'axes': {'0': -0.113250732421875, '1': -0.06982421875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},fa7d853f220da16f6f2c42fab04843377776c84562b0a0d62cb6662f467d32cfab6628e5d6a436325b50f15a9a
4579,{'axes': {'0': -0.272491455078125, '1': 0.04705810546875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a7c315aa12e4e66b421ae42e543a1bde7307d28db117701e892d767f2d159ecd917d86320d0c8884fedf1e87
4579,{'axes': {'0': -0.272491455078125, '1': 0.04705810546875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a7c315aa12e4e66b421ae42e543a1bde7307d28db117701e892d767f2d159ecd917d86320d0c8884fedf1e87
4583,{'axes': {'0': 0.119476318359375, '1': 0.04608154296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6cc551e58e5302e9ec47c41a89b5620bcce65f1b3b0e56c3f907f224911be11f4616019fc8e833b3a05a531adf
4583,{'axes': {'0': 0.119476318359375, '1': 0.04608154296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6cc551e58e5302e9ec47c41a89b5620bcce65f1b3b0e56c3f907f224911be11f4616019fc8e833b3a05a531adf
4587,{'axes': {'0': 0.051666259765625, '1': 0.035858154296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},84c9af9132ab778beadb70a8620544be3a6770347d6a5e23d457b51ab815696677183cfe462f4eaea594d0659f
4587,{'axes': {'0': 0.051666259765625, '1': 0.035858154296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},84c9af9132ab778beadb70a8620544be3a6770347d6a5e23d457b51ab815696677183cfe462f4eaea594d0659f
4591,{'axes': {'0': 0.999969482421875, '1': -0.18609619140625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a1d1abb03bdcd39bc602f5f7d31b7733f2031bf3b833e0d96d60f297e3c2a0365b11182d257a4802899be5aaef
4591,{'axes': {'0': 0.999969482421875, '1': -0.18609619140625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a1d1abb03bdcd39bc602f5f7d31b7733f2031bf3b833e0d96d60f297e3c2a0365b11182d257a4802899be5aaef
4596,{'axes': {'0': 0.08453369140625, '1': 0.002655029296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b1b84ff36cde7dbd99ac3b8724871fac4fb3b781473e8c6a4ee7cae565ce7d18bbb3876c17b354cb59cab9d871
4596,{'axes': {'0': 0.08453369140625, '1': 0.002655029296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b1b84ff36cde7dbd99ac3b8724871fac4fb3b781473e8c6a4ee7cae565ce7d18bbb3876c17b354cb59cab9d871
4600,{'axes': {'0': 0.999969482421875, '1': -0.04034423828125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5c5be7a83c4c337d1b34b9570ccff2853f2c623f2eddc8e913a219e337dd26b14d1630fc01f78808342ef20e47
4600,{'axes': {'0': 0.999969482421875, '1': -0.04034423828125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5c5be7a83c4c337d1b34b9570ccff2853f2c623f2eddc8e913a219e337dd26b14d1630fc01f78808342ef20e47
4604,{'axes': {'0': 0.110198974609375, '1': -0.010223388671875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},81732bd671d1a64de8b49c6390a9080a834c0510d0735fadbae9419a3cc869c897e8ceb3e48e3dec0e7dc01a55
4604,{'axes': {'0': 0.110198974609375, '1': -0.010223388671875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},81732bd671d1a64de8b49c6390a9080a834c0510d0735fadbae9419a3cc869c897e8ceb3e48e3dec0e7dc01a55
4608,{'axes': {'0': 0.183441162109375, '1': -0.05517578125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f26e352c343a65bdb863e27cf907d09aa1ec75d7c48fd9c707071a7a1bee2602adb04f871164272070f7e8ee91
4608,{'axes': {'0': 0.183441162109375, '1': -0.05517578125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f26e352c343a65bdb863e27cf907d09aa1ec75d7c48fd9c707071a7a1bee2602adb04f871164272070f7e8ee91
4613,{'axes': {'0': 0.999969482421875, '1': -0.063568115234375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4cc91e290582cf98d1c5f2863252bf9ac4f434a59713aaa8dea501365d0f8578788f73251f70501d50bef12a3f
4613,{'axes': {'0': 0.999969482421875, '1': -0.063568115234375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4cc91e290582cf98d1c5f2863252bf9ac4f434a59713aaa8dea501365d0f8578788f73251f70501d50bef12a3f
4617,{'axes': {'0': 0.999969482421875, '1': -0.365447998046875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0}},8e4f048c2dbdbf9c4b4fb0b3875fde34bc94f11ab4edb6b08b7e8a13f8f9ed1bd3f900c86f894f501abf726ca7
4617,{'axes': {'0': 0.999969482421875, '1': -0.365447998046875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0}},8e4f048c2dbdbf9c4b4fb0b3875fde34bc94f11ab4edb6b08b7e8a13f8f9ed1bd3f900c86f894f501abf726ca7
4621,{'axes': {'0': 0.999969482421875, '1': -0.270904541015625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a9231e4308bffe52f8bbbc70b4421de46e136ce4b374604f84be3322779d22d9257d768b24db1936b31b747631
4621,{'axes': {'0': 0.999969482421875, '1': -0.270904541015625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a9231e4308bffe52f8bbbc70b4421de46e136ce4b374604f84be3322779d22d9257d768b24db1936b31b747631
4625,{'axes': {'0': 0.999969482421875, '1': -0.20367431640625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5145a6acb8089187b5f25022bb00cf2bb204c69b4abb370089577d337f736dbf4d469d9d508d12e924f95050ee
4625,{'axes': {'0': 0.999969482421875, '1': -0.20367431640625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5145a6acb8089187b5f25022bb00cf2bb204c69b4abb370089577d337f736dbf4d469d9d508d12e924f95050ee
4629,{'axes': {'0': 0.999969482421875, '1': -0.198150634765625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f789cfa8107d5953ed4bc3d8f5e07c31d256afb8187ad0e7d29339fca69f53b3453e20e3e7cf2a527c5282d597
4629,{'axes': {'0': 0.999969482421875, '1': -0.198150634765625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f789cfa8107d5953ed4bc3d8f5e07c31d256afb8187ad0e7d29339fca69f53b3453e20e3e7cf2a527c5282d597
4633,{'axes': {'0': 0.999969482421875, '1': -0.195404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c3aa11081aef5433873497829f7ccd317edf53306550223f10b555680723ca086ec6b0e9d02ea9aba7192aec4f
4633,{'axes': {'0': 0.999969482421875, '1': -0.195404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c3aa11081aef5433873497829f7ccd317edf53306550223f10b555680723ca086ec6b0e9d02ea9aba7192aec4f
4637,{'axes': {'0': 0.999969482421875, '1': -0.192474365234375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6df8c3a00f22cb64596cd6c3f3163210d157b5397093d9d71035bb385ae6bd2baf806a21fef21f2f504a8479db
4637,{'axes': {'0': 0.999969482421875, '1': -0.192474365234375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6df8c3a00f22cb64596cd6c3f3163210d157b5397093d9d71035bb385ae6bd2baf806a21fef21f2f504a8479db
4641,{'axes': {'0': 0.999969482421875, '1': -0.189697265625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bd796426c166abf302c422fd11bbff8e622c61dc58ed5dff826428f894265e792417f74a9a776eb875d165ffca
4641,{'axes': {'0': 0.999969482421875, '1': -0.189697265625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bd796426c166abf302c422fd11bbff8e622c61dc58ed5dff826428f894265e792417f74a9a776eb875d165ffca
4645,{'axes': {'0': 0.999969482421875, '1': -0.1868896484375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a674eebee3f1c3133c445e4a7883a0afd7828f75771a2d7ef1f97365cb1a2a87522893a4da2e8e7db6ab37ed4c
4645,{'axes': {'0': 0.999969482421875, '1': -0.1868896484375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a674eebee3f1c3133c445e4a7883a0afd7828f75771a2d7ef1f97365cb1a2a87522893a4da2e8e7db6ab37ed4c
4649,{'axes': {'0': 0.999969482421875, '1': -0.1585693359375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},aee6d524922dc7411ee60ea7d599817a9d258cf388d298b3b288d1d69bb9c58484244c90e8758e35e72e59c356
4649,{'axes': {'0': 0.999969482421875, '1': -0.1585693359375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},aee6d524922dc7411ee60ea7d599817a9d258cf388d298b3b288d1d69bb9c58484244c90e8758e35e72e59c356
4653,{'axes': {'0': 0.999969482421875, '1': -0.003570556640625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ad7592719b56d3bf951ad0190f404f1e68d4e467df52709b2e9617057718c9c4bda0bfc8ed5970d4ab6f024588
4653,{'axes': {'0': 0.999969482421875, '1': -0.003570556640625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ad7592719b56d3bf951ad0190f404f1e68d4e467df52709b2e9617057718c9c4bda0bfc8ed5970d4ab6f024588
4657,{'axes': {'0': 0.10693359375, '1': 0.058563232421875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e9b6930383a646f2b9a822afc6db51f81230990c3bed2e0806f31d266dd27f90f0ac9d8519a35fb59ceca00169
4657,{'axes': {'0': 0.10693359375, '1': 0.058563232421875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e9b6930383a646f2b9a822afc6db51f81230990c3bed2e0806f31d266dd27f90f0ac9d8519a35fb59ceca00169
4661,{'axes': {'0': -0.55352783203125, '1': -0.02484130859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a4c799de80b4d4708573cbc7bc626ef492fbf363dfbb61c578cc32fbce135578db63555a4bd3bad1a192611e89
4661,{'axes': {'0': -0.55352783203125, '1': -0.02484130859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a4c799de80b4d4708573cbc7bc626ef492fbf363dfbb61c578cc32fbce135578db63555a4bd3bad1a192611e89
4665,{'axes': {'0': 0.046783447265625, '1': 0.055755615234375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b16a01e1782d28e474abc0aa4ef46c2cedd8f49fb1f627c0a1c003c9299b5e50541613c919ba922ef519ef521b
4665,{'axes': {'0': 0.046783447265625, '1': 0.055755615234375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b16a01e1782d28e474abc0aa4ef46c2cedd8f49fb1f627c0a1c003c9299b5e50541613c919ba922ef519ef521b
4669,{'axes': {'0': -0.13726806640625, '1': 0.06597900390625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2dd7df777feb870926f380d45d7b8d3df9d244822ca6160eeccbfbfcf1b16137de17d9ef2d0d3b85ffc6cf464d
4669,{'axes': {'0': -0.13726806640625, '1': 0.06597900390625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2dd7df777feb870926f380d45d7b8d3df9d244822ca6160eeccbfbfcf1b16137de17d9ef2d0d3b85ffc6cf464d
4673,{'axes': {'0': 0.053192138671875, '1': 0.0570068359375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8286df4d707c1aaa4f236cc2efa1ca441cca052e2aa57af4c8d33a29c72a76553d962d5fe59963db8a3378b93b
4673,{'axes': {'0': 0.053192138671875, '1': 0.0570068359375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8286df4d707c1aaa4f236cc2efa1ca441cca052e2aa57af4c8d33a29c72a76553d962d5fe59963db8a3378b93b
4677,{'axes': {'0': 0.071502685546875, '1': 0.04437255859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0fd4473f049efa96cca33ffe7ae2261b0ec44d383eeb0f2cbbc12d460ad0c4e7cd8048ee39848328d1e0a88a9f
4677,{'axes': {'0': 0.071502685546875, '1': 0.04437255859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0fd4473f049efa96cca33ffe7ae2261b0ec44d383eeb0f2cbbc12d460ad0c4e7cd8048ee39848328d1e0a88a9f
