ID,command,encrypted_cmd
1293,{'axes': {'0': 0.042449951171875, '1': -0.01458740234375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},725cadb3c35e2adef2bfac0a2fb618daab2c59c2f2946b95c788a6ac31528280cb4ce494712507ae2e0274e420
1293,{'axes': {'0': 0.042449951171875, '1': -0.01458740234375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},725cadb3c35e2adef2bfac0a2fb618daab2c59c2f2946b95c788a6ac31528280cb4ce494712507ae2e0274e420
1297,{'axes': {'0': 0.042449951171875, '1': -0.01751708984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},333a71c8fb554998d36ebe703b8e0950c93dbcaea5f933fe204d587e00b6f71ff32ec01e6ee1c796e0c1c60b1d
1297,{'axes': {'0': 0.042449951171875, '1': -0.01751708984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},333a71c8fb554998d36ebe703b8e0950c93dbcaea5f933fe204d587e00b6f71ff32ec01e6ee1c796e0c1c60b1d
1301,{'axes': {'0': 0.042449951171875, '1': -0.01751708984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},333a71c8fb554998d36ebe703b8e0950c93dbcaea5f933fe204d587e00b6f71ff32ec01e6ee1c796e0c1c60b1d
1305,{'axes': {'0': 0.042449951171875, '1': 0.01080322265625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b654884fa392118ca733226b2f25bf56958210f4a88352205667ac1f3f6e50e71d61a26c4e11824d86827e312
1305,{'axes': {'0': 0.042449951171875, '1': 0.01080322265625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b654884fa392118ca733226b2f25bf56958210f4a88352205667ac1f3f6e50e71d61a26c4e11824d86827e312
1309,{'axes': {'0': 0.042449951171875, '1': 0.016845703125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},074c9f48aa072f1e5d7cce3ff634ea21345a0aa1d137d2245612c96760d9055b1d3508a66ce18685ccdc6c3167
1309,{'axes': {'0': 0.042449951171875, '1': 0.016845703125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},074c9f48aa072f1e5d7cce3ff634ea21345a0aa1d137d2245612c96760d9055b1d3508a66ce18685ccdc6c3167
1314,{'axes': {'0': 0.042449951171875, '1': 0.016845703125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},074c9f48aa072f1e5d7cce3ff634ea21345a0aa1d137d2245612c96760d9055b1d3508a66ce18685ccdc6c3167
1318,{'axes': {'0': 0.042449951171875, '1': 0.020904541015625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},149f2c47438482fc3a31c10b277f307554376d077ebba0b148aad74dc274678caa8de858c0aa75d78179e89e81
1318,{'axes': {'0': 0.042449951171875, '1': 0.020904541015625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},149f2c47438482fc3a31c10b277f307554376d077ebba0b148aad74dc274678caa8de858c0aa75d78179e89e81
1322,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1322,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1326,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1330,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1334,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1339,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1343,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1346,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1351,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1355,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1359,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1363,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1367,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1371,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1375,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1379,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1383,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1387,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1391,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1396,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1399,{'axes': {'0': 0.042449951171875, '1': 0.031829833984375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4b95c9e2e649c97c3311488e498a0a2f90dfb057bd2cee38c8bfae54880f50127d20f752b8537d4e4d00b57ca6
1403,{'axes': {'0': 0.042449951171875, '1': 0.037628173828125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c3274685817196aead93bd40d7896d14062797370b1adab1a259a21dd4799b389d8ccb9765e0e7254b9856f012
1403,{'axes': {'0': 0.042449951171875, '1': 0.037628173828125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c3274685817196aead93bd40d7896d14062797370b1adab1a259a21dd4799b389d8ccb9765e0e7254b9856f012
1408,{'axes': {'0': 0.045257568359375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ef7c6716769d477864a38f8e359cf07a9c8029334968b5659df2c165b16238bf2b3a1b8af74419bf136fc4dcea
1408,{'axes': {'0': 0.045257568359375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ef7c6716769d477864a38f8e359cf07a9c8029334968b5659df2c165b16238bf2b3a1b8af74419bf136fc4dcea
1411,{'axes': {'0': 0.055419921875, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},015b47627840a7f08ea2a12808f644360360369aba1db09164fbadc230a13c1881de8f3f51f3fe230551808b34
1411,{'axes': {'0': 0.055419921875, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},015b47627840a7f08ea2a12808f644360360369aba1db09164fbadc230a13c1881de8f3f51f3fe230551808b34
1415,{'axes': {'0': 0.055419921875, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},015b47627840a7f08ea2a12808f644360360369aba1db09164fbadc230a13c1881de8f3f51f3fe230551808b34
1420,{'axes': {'0': 0.055419921875, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},015b47627840a7f08ea2a12808f644360360369aba1db09164fbadc230a13c1881de8f3f51f3fe230551808b34
1424,{'axes': {'0': 0.055419921875, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},015b47627840a7f08ea2a12808f644360360369aba1db09164fbadc230a13c1881de8f3f51f3fe230551808b34
1429,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1429,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1433,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1437,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1441,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1445,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1449,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1453,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1457,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1461,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1465,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1469,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1473,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1477,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1481,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1485,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1489,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1493,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1497,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1501,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1505,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1509,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1513,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1517,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
1521,{'axes': {'0': 0.058197021484375, '1': 0.0404052734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},76fedf9d571a158d28be9623f18892959f50bb4a0d16da77ffea50744dc7b6ba192ae7a86f631e174a0b03e44c
